GET ATOMIC IMAGES OF A CHOSEN RESOLUTION

input file of scattering factors :
    MX_wk1995_6.SF
truncation radius          11.0000
distance grid step          0.0010
resolution cut-off          1.0000
resolution grid number   2000
temperature factor          0.0000
number of atomic types      7
following atomic types are chosen :
    C    N    O    P    S    Fe   Au  

scattering factors file. First line:
following wk1995.cpp from Phenix

table of scattering factors contains data for  213  atomic types
    6 -Gaussian approximation is used
identified positions in the table
    7    8    9   16   17   27   80

     N     dist       C              N              O              P              S              Fe             Au             
  4538     4.5380        0.02515356     0.02901342     0.03510294     0.10008341     0.10514088     0.17279067     0.70201680
  4539     4.5390        0.02510083     0.02895471     0.03503382     0.09987596     0.10492085     0.17244255     0.70054717
  4540     4.5400        0.02504717     0.02889492     0.03496338     0.09966475     0.10469686     0.17208792     0.69905114
  4541     4.5410        0.02499256     0.02883404     0.03489162     0.09944978     0.10446894     0.17172680     0.69752881
  4542     4.5420        0.02493701     0.02877207     0.03481854     0.09923108     0.10423709     0.17135920     0.69598026
  4543     4.5430        0.02488052     0.02870901     0.03474415     0.09900864     0.10400133     0.17098515     0.69440558
  4544     4.5440        0.02482310     0.02864488     0.03466845     0.09878249     0.10376166     0.17060467     0.69280483
  4545     4.5450        0.02476475     0.02857967     0.03459144     0.09855263     0.10351810     0.17021778     0.69117813
  4546     4.5460        0.02470547     0.02851339     0.03451313     0.09831908     0.10327067     0.16982450     0.68952554
  4547     4.5470        0.02464527     0.02844604     0.03443353     0.09808185     0.10301938     0.16942484     0.68784716
  4548     4.5480        0.02458415     0.02837762     0.03435263     0.09784095     0.10276424     0.16901884     0.68614308
  4549     4.5490        0.02452211     0.02830814     0.03427044     0.09759640     0.10250526     0.16860651     0.68441338
  4550     4.5500        0.02445916     0.02823760     0.03418697     0.09734821     0.10224245     0.16818788     0.68265816
  4551     4.5510        0.02439529     0.02816601     0.03410222     0.09709638     0.10197584     0.16776296     0.68087751
  4552     4.5520        0.02433052     0.02809337     0.03401620     0.09684094     0.10170544     0.16733179     0.67907152
  4553     4.5530        0.02426484     0.02801968     0.03392891     0.09658190     0.10143125     0.16689437     0.67724029
  4554     4.5540        0.02419826     0.02794494     0.03384035     0.09631927     0.10115329     0.16645074     0.67538390
  4555     4.5550        0.02413079     0.02786917     0.03375053     0.09605306     0.10087159     0.16600092     0.67350245
  4556     4.5560        0.02406242     0.02779236     0.03365945     0.09578329     0.10058614     0.16554492     0.67159605
  4557     4.5570        0.02399316     0.02771452     0.03356712     0.09550997     0.10029697     0.16508278     0.66966478
  4558     4.5580        0.02392301     0.02763565     0.03347354     0.09523312     0.10000409     0.16461452     0.66770874
  4559     4.5590        0.02385197     0.02755576     0.03337872     0.09495275     0.09970752     0.16414016     0.66572804
  4560     4.5600        0.02378006     0.02747485     0.03328267     0.09466887     0.09940727     0.16365973     0.66372277
  4561     4.5610        0.02370727     0.02739292     0.03318538     0.09438150     0.09910335     0.16317324     0.66169303
  4562     4.5620        0.02363361     0.02730998     0.03308686     0.09409065     0.09879579     0.16268073     0.65963893
  4563     4.5630        0.02355908     0.02722603     0.03298712     0.09379633     0.09848459     0.16218221     0.65756056
  4564     4.5640        0.02348368     0.02714108     0.03288616     0.09349857     0.09816977     0.16167772     0.65545803
  4565     4.5650        0.02340742     0.02705514     0.03278399     0.09319737     0.09785135     0.16116728     0.65333145
  4566     4.5660        0.02333031     0.02696819     0.03268061     0.09289276     0.09752934     0.16065091     0.65118091
  4567     4.5670        0.02325234     0.02688026     0.03257603     0.09258474     0.09720376     0.16012865     0.64900652
  4568     4.5680        0.02317351     0.02679134     0.03247025     0.09227333     0.09687462     0.15960050     0.64680840
  4569     4.5690        0.02309384     0.02670144     0.03236328     0.09195854     0.09654195     0.15906651     0.64458664
  4570     4.5700        0.02301333     0.02661056     0.03225513     0.09164040     0.09620575     0.15852670     0.64234136
  4571     4.5710        0.02293198     0.02651871     0.03214579     0.09131892     0.09586604     0.15798108     0.64007266
  4572     4.5720        0.02284980     0.02642589     0.03203527     0.09099411     0.09552284     0.15742970     0.63778065
  4573     4.5730        0.02276678     0.02633211     0.03192359     0.09066598     0.09517617     0.15687258     0.63546545
  4574     4.5740        0.02268294     0.02623736     0.03181073     0.09033456     0.09482605     0.15630974     0.63312716
  4575     4.5750        0.02259827     0.02614167     0.03169672     0.08999986     0.09447248     0.15574121     0.63076590
  4576     4.5760        0.02251279     0.02604502     0.03158156     0.08966190     0.09411549     0.15516702     0.62838179
  4577     4.5770        0.02242649     0.02594743     0.03146524     0.08932068     0.09375509     0.15458719     0.62597492
  4578     4.5780        0.02233938     0.02584889     0.03134778     0.08897624     0.09339130     0.15400176     0.62354543
  4579     4.5790        0.02225146     0.02574942     0.03122919     0.08862858     0.09302414     0.15341075     0.62109342
  4580     4.5800        0.02216274     0.02564902     0.03110946     0.08827772     0.09265362     0.15281419     0.61861901
  4581     4.5810        0.02207322     0.02554769     0.03098860     0.08792368     0.09227977     0.15221211     0.61612231
  4582     4.5820        0.02198291     0.02544544     0.03086663     0.08756648     0.09190260     0.15160453     0.61360345
  4583     4.5830        0.02189180     0.02534227     0.03074354     0.08720612     0.09152212     0.15099149     0.61106255
  4584     4.5840        0.02179992     0.02523819     0.03061934     0.08684264     0.09113837     0.15037302     0.60849972
  4585     4.5850        0.02170725     0.02513321     0.03049403     0.08647604     0.09075134     0.14974914     0.60591508
  4586     4.5860        0.02161380     0.02502732     0.03036763     0.08610634     0.09036107     0.14911988     0.60330875
  4587     4.5870        0.02151958     0.02492053     0.03024014     0.08573356     0.08996757     0.14848527     0.60068086
  4588     4.5880        0.02142460     0.02481285     0.03011156     0.08535772     0.08957085     0.14784534     0.59803152
  4589     4.5890        0.02132885     0.02470429     0.02998191     0.08497883     0.08917095     0.14720013     0.59536086
  4590     4.5900        0.02123234     0.02459484     0.02985118     0.08459692     0.08876786     0.14654965     0.59266901
  4591     4.5910        0.02113507     0.02448451     0.02971938     0.08421199     0.08836163     0.14589395     0.58995608
  4592     4.5920        0.02103706     0.02437331     0.02958652     0.08382407     0.08795225     0.14523305     0.58722221
  4593     4.5930        0.02093829     0.02426125     0.02945261     0.08343318     0.08753976     0.14456698     0.58446751
  4594     4.5940        0.02083879     0.02414832     0.02931765     0.08303933     0.08712416     0.14389578     0.58169212
  4595     4.5950        0.02073855     0.02403454     0.02918164     0.08264254     0.08670549     0.14321947     0.57889617
  4596     4.5960        0.02063758     0.02391990     0.02904460     0.08224283     0.08628376     0.14253809     0.57607977
  4597     4.5970        0.02053588     0.02380442     0.02890653     0.08184022     0.08585898     0.14185166     0.57324306
  4598     4.5980        0.02043346     0.02368810     0.02876744     0.08143473     0.08543118     0.14116022     0.57038616
  4599     4.5990        0.02033032     0.02357094     0.02862733     0.08102637     0.08500037     0.14046380     0.56750922
  4600     4.6000        0.02022646     0.02345295     0.02848620     0.08061516     0.08456659     0.13976243     0.56461235
  4601     4.6010        0.02012190     0.02333413     0.02834408     0.08020113     0.08412984     0.13905614     0.56169569
  4602     4.6020        0.02001663     0.02321450     0.02820095     0.07978429     0.08369014     0.13834497     0.55875938
  4603     4.6030        0.01991067     0.02309405     0.02805683     0.07936465     0.08324752     0.13762895     0.55580353
  4604     4.6040        0.01980400     0.02297280     0.02791173     0.07894224     0.08280200     0.13690811     0.55282830
  4605     4.6050        0.01969665     0.02285074     0.02776565     0.07851709     0.08235359     0.13618248     0.54983381
  4606     4.6060        0.01958861     0.02272788     0.02761860     0.07808919     0.08190231     0.13545209     0.54682019
  4607     4.6070        0.01947990     0.02260423     0.02747058     0.07765859     0.08144820     0.13471698     0.54378758
  4608     4.6080        0.01937051     0.02247980     0.02732161     0.07722529     0.08099126     0.13397719     0.54073612
  4609     4.6090        0.01926044     0.02235458     0.02717168     0.07678931     0.08053151     0.13323274     0.53766594
  4610     4.6100        0.01914971     0.02222859     0.02702081     0.07635068     0.08006898     0.13248366     0.53457718
  4611     4.6110        0.01903832     0.02210183     0.02686900     0.07590941     0.07960369     0.13173000     0.53146998
  4612     4.6120        0.01892628     0.02197430     0.02671626     0.07546552     0.07913566     0.13097178     0.52834447
  4613     4.6130        0.01881358     0.02184601     0.02656259     0.07501904     0.07866491     0.13020904     0.52520080
  4614     4.6140        0.01870024     0.02171698     0.02640801     0.07456998     0.07819146     0.12944181     0.52203910
  4615     4.6150        0.01858626     0.02158719     0.02625251     0.07411836     0.07771533     0.12867013     0.51885951
  4616     4.6160        0.01847164     0.02145667     0.02609611     0.07366420     0.07723654     0.12789403     0.51566218
  4617     4.6170        0.01835639     0.02132541     0.02593881     0.07320753     0.07675512     0.12711355     0.51244725
  4618     4.6180        0.01824052     0.02119341     0.02578063     0.07274836     0.07627108     0.12632871     0.50921485
  4619     4.6190        0.01812402     0.02106070     0.02562156     0.07228671     0.07578444     0.12553956     0.50596513
  4620     4.6200        0.01800691     0.02092727     0.02546161     0.07182261     0.07529523     0.12474613     0.50269823
  4621     4.6210        0.01788919     0.02079312     0.02530080     0.07135607     0.07480347     0.12394845     0.49941430
  4622     4.6220        0.01777087     0.02065827     0.02513912     0.07088711     0.07430919     0.12314656     0.49611348
  4623     4.6230        0.01765194     0.02052272     0.02497659     0.07041576     0.07381239     0.12234050     0.49279591
  4624     4.6240        0.01753242     0.02038647     0.02481321     0.06994203     0.07331310     0.12153030     0.48946174
  4625     4.6250        0.01741232     0.02024954     0.02464899     0.06946595     0.07281136     0.12071599     0.48611112
  4626     4.6260        0.01729162     0.02011192     0.02448393     0.06898754     0.07230717     0.11989761     0.48274418
